age,income,previous_purchases,customer_tenure_days,avg_basket_size,discount,campaign_response,channel,purchase
40,58700.0,3,455,49.9,10,0.013,online,1
63,40500.0,0,1,28.61,15,0.169,in_store,0
58,45300.0,3,329,32.87,0,0.025,online,1
39,57200.0,4,98,46.39,0,0.221,online,0
36,25700.0,2,329,29.18,25,0.058,in_store,1
47,88600.0,3,673,49.01,5,0.131,in_store,1
47,49800.0,4,539,48.34,25,0.0,in_store,0
54,45400.0,1,554,46.47,0,0.035,online,0
18,21600.0,0,613,30.92,0,0.0,online,0
43,61300.0,2,390,51.93,0,0.0,online,1
49,67800.0,4,357,55.28,0,0.204,online,0
21,15000.0,1,1,24.33,0,0.004,online,0
41,33200.0,0,1,31.78,0,0.179,online,1
67,86900.0,2,134,47.16,30,0.104,in_store,0
32,19500.0,0,1,5.96,10,0.154,in_store,1
25,15000.0,0,362,34.57,0,0.0,online,0
42,33300.0,4,681,23.25,0,0.237,in_store,1
31,38300.0,1,293,30.22,0,0.0,online,1
41,51100.0,2,277,39.28,20,0.048,online,1
45,51400.0,6,432,29.55,20,0.243,online,1
50,61900.0,5,222,53.69,20,0.209,online,0
55,71200.0,3,817,55.63,30,0.125,online,0
36,57800.0,1,1,25.74,0,0.16,online,1
61,51000.0,3,218,50.62,0,0.117,in_store,1
44,41600.0,2,429,30.95,30,0.22,in_store,1
50,45600.0,0,1,33.41,0,0.102,online,1
26,55500.0,3,477,49.44,5,0.0,in_store,0
66,42000.0,4,376,41.03,5,0.235,online,0
32,28500.0,1,360,41.85,0,0.142,online,0
32,55600.0,2,549,46.71,20,0.0,in_store,0
29,25400.0,1,249,25.59,20,0.159,online,0
38,64700.0,2,2,33.02,25,0.096,online,0
42,59900.0,1,630,46.79,0,0.048,in_store,0
39,47900.0,2,561,35.06,10,0.197,in_store,0
25,15000.0,1,1,19.22,0,0.019,online,0
39,20100.0,4,162,28.82,5,0.103,in_store,1
36,47500.0,2,303,30.45,0,0.123,online,0
54,30600.0,1,329,27.75,0,0.017,in_store,1
36,77600.0,2,259,63.85,25,0.033,in_store,1
44,72300.0,2,435,49.15,10,0.032,online,1
48,27900.0,0,34,33.36,0,0.031,online,0
29,60000.0,2,289,59.59,20,0.127,in_store,1
49,38600.0,4,464,40.83,0,0.084,online,0
37,42700.0,2,382,27.23,0,0.075,in_store,1
38,28300.0,2,390,28.9,0,0.142,in_store,1
47,45900.0,2,101,31.82,0,0.009,in_store,1
46,68100.0,3,125,56.96,0,0.0,in_store,0
37,23400.0,0,1,20.18,15,0.119,in_store,0
48,36500.0,2,1,40.14,30,0.046,online,0
29,53100.0,1,325,34.81,20,0.033,in_store,1
58,53800.0,4,662,40.21,0,0.234,in_store,1
37,45400.0,2,157,44.62,0,0.076,online,0
49,43400.0,2,1,38.89,10,0.191,online,0
55,50000.0,4,685,44.05,10,0.124,online,0
31,35900.0,1,782,31.8,5,0.251,online,1
42,61000.0,2,1,46.2,0,0.0,online,1
25,21900.0,1,105,26.42,0,0.182,in_store,1
44,71400.0,2,340,43.54,5,0.147,in_store,0
25,27700.0,1,420,17.85,25,0.162,online,1
45,52000.0,3,398,33.08,0,0.192,online,1
27,35900.0,1,477,38.46,0,0.261,in_store,0
32,51000.0,3,619,18.03,20,0.084,in_store,0
23,25600.0,0,198,35.71,0,0.048,in_store,1
32,36300.0,2,300,19.41,0,0.142,in_store,0
41,45900.0,0,288,39.79,0,0.0,in_store,0
62,60300.0,3,710,44.15,0,0.12,in_store,1
39,43800.0,3,269,28.25,0,0.168,online,1
52,73100.0,5,843,44.17,0,0.107,online,1
46,51100.0,3,120,42.92,0,0.0,in_store,1
43,15000.0,3,314,33.73,0,0.028,in_store,0
35,25300.0,1,245,28.11,0,0.104,online,0
53,72100.0,3,606,41.42,25,0.021,in_store,1
22,33100.0,2,179,36.22,0,0.163,in_store,1
31,57300.0,0,1,32.57,25,0.099,in_store,0
51,45500.0,2,14,40.02,10,0.0,in_store,1
18,61500.0,0,1,28.08,0,0.076,in_store,0
46,50800.0,0,105,36.02,0,0.045,in_store,1
21,31600.0,2,272,32.38,0,0.012,online,0
54,45200.0,1,163,46.8,0,0.046,in_store,0
39,24000.0,0,1,22.02,10,0.0,online,1
26,18700.0,0,1,32.26,0,0.0,in_store,0
20,49600.0,1,313,34.91,0,0.127,online,0
42,40000.0,1,326,42.93,20,0.096,online,0
23,39800.0,1,311,41.23,5,0.083,in_store,1
64,53700.0,1,382,32.77,0,0.094,in_store,1
32,47900.0,3,474,27.79,0,0.198,online,0
38,40100.0,0,355,39.71,0,0.0,online,1
48,23900.0,3,223,31.65,20,0.095,in_store,0
44,67400.0,4,375,49.35,25,0.083,online,1
54,44000.0,3,308,23.81,15,0.095,in_store,0
65,73300.0,7,119,54.82,25,0.091,in_store,1
41,69800.0,3,219,52.0,0,0.0,in_store,0
18,31400.0,1,21,52.6,0,0.233,in_store,1
43,39700.0,3,24,44.01,20,0.164,in_store,0
54,85900.0,6,551,53.73,20,0.146,in_store,1
29,47300.0,3,323,39.98,10,0.01,in_store,1
35,32500.0,1,468,40.33,0,0.012,in_store,0
42,22200.0,1,186,37.51,5,0.216,in_store,0
35,47500.0,2,373,23.87,0,0.0,online,0
27,45300.0,1,253,38.32,15,0.095,in_store,1
29,34900.0,2,1,21.8,0,0.118,online,1
39,58000.0,4,407,33.8,0,0.151,online,1
28,29300.0,0,314,29.58,0,0.161,in_store,0
48,50800.0,3,314,38.86,0,0.165,in_store,0
25,40200.0,0,1,36.96,0,0.04,in_store,1
39,43300.0,2,1,25.07,0,0.085,in_store,0
34,38400.0,3,389,36.08,0,0.124,in_store,0
42,50300.0,2,1,43.23,0,0.0,online,0
19,33200.0,1,224,27.8,10,0.146,in_store,0
42,47000.0,2,263,26.05,0,0.145,online,0
33,48200.0,0,927,29.15,20,0.0,online,0
34,41900.0,1,308,30.14,0,0.09,online,0
32,42500.0,5,60,37.35,20,0.007,online,1
56,61200.0,3,170,45.78,20,0.129,in_store,1
30,42600.0,2,290,29.69,15,0.09,online,0
43,51800.0,3,327,45.11,0,0.007,in_store,1
27,25300.0,1,425,46.24,10,0.189,in_store,0
50,47500.0,3,436,47.48,30,0.128,in_store,0
40,29300.0,1,229,29.84,0,0.202,online,0
18,35400.0,1,668,39.09,5,0.182,in_store,0
34,44900.0,1,139,52.59,0,0.222,online,0
28,31300.0,5,361,33.86,0,0.139,online,1
44,97600.0,1,1,64.58,15,0.042,online,1
58,63900.0,3,732,47.72,0,0.065,online,0
34,37800.0,2,349,29.58,0,0.009,in_store,0
24,27500.0,1,1,24.14,25,0.042,in_store,1
33,61800.0,6,24,58.32,15,0.19,in_store,0
18,15000.0,0,594,28.88,0,0.005,in_store,1
35,43900.0,2,310,28.34,30,0.12,in_store,1
38,30300.0,1,36,27.63,10,0.101,in_store,1
39,60500.0,4,237,36.35,0,0.146,online,0
21,38600.0,3,786,29.66,0,0.138,in_store,1
34,62400.0,1,1,25.93,0,0.0,online,1
57,67800.0,2,228,50.36,20,0.172,in_store,0
46,32800.0,1,572,28.69,20,0.107,online,1
27,21900.0,2,297,29.75,15,0.0,online,1
59,52600.0,4,409,57.56,10,0.145,online,1
51,69600.0,1,325,46.24,20,0.142,online,1
20,54500.0,1,47,35.22,10,0.089,online,1
40,48200.0,2,314,37.12,0,0.143,in_store,1
56,56900.0,2,756,38.77,0,0.0,in_store,1
35,50200.0,1,694,46.76,0,0.174,online,1
38,64100.0,1,45,39.02,0,0.22,in_store,0
30,30000.0,2,251,36.01,0,0.156,online,1
38,73600.0,2,1,50.63,5,0.09,online,1
64,80600.0,4,362,53.6,10,0.175,online,0
48,53200.0,3,232,48.04,0,0.159,in_store,1
72,54100.0,5,243,43.52,0,0.173,online,1
46,15000.0,3,5,30.69,0,0.0,online,1
25,46200.0,0,659,43.08,0,0.013,in_store,0
51,66300.0,6,251,57.83,0,0.171,in_store,1
21,37500.0,5,143,40.17,15,0.122,online,1
35,42700.0,0,491,40.74,25,0.116,in_store,1
49,33600.0,4,174,16.56,0,0.083,in_store,1
56,55800.0,5,636,38.74,30,0.098,online,1
18,18200.0,0,531,36.08,0,0.153,online,0
29,51800.0,0,912,42.51,5,0.121,in_store,0
56,73700.0,4,300,37.85,0,0.09,in_store,1
27,38100.0,0,85,42.08,25,0.105,online,1
42,27900.0,2,335,47.46,5,0.116,online,0
48,53300.0,4,530,29.48,0,0.251,in_store,0
53,71700.0,2,630,62.1,30,0.111,in_store,1
70,85600.0,4,605,49.29,20,0.127,in_store,1
39,28700.0,2,25,33.03,15,0.098,in_store,1
45,46000.0,4,597,32.25,25,0.179,online,1
57,62500.0,2,280,61.01,30,0.051,in_store,1
36,59500.0,1,509,39.69,0,0.116,in_store,1
53,48800.0,4,1,48.26,0,0.143,in_store,0
36,73000.0,4,41,59.27,15,0.195,online,1
47,38000.0,1,303,37.43,0,0.034,in_store,0
41,47900.0,2,696,52.58,30,0.213,in_store,0
28,39600.0,4,469,42.61,0,0.294,online,1
57,54100.0,5,606,45.62,0,0.194,online,1
33,53900.0,2,558,25.64,0,0.149,in_store,0
44,71100.0,2,155,49.95,30,0.09,in_store,1
32,41600.0,1,274,38.71,25,0.081,in_store,1
31,45400.0,0,1,26.88,0,0.0,in_store,0
22,24700.0,0,1,35.47,10,0.0,in_store,0
28,16300.0,1,281,16.43,0,0.0,in_store,0
43,51300.0,4,703,54.62,30,0.157,in_store,1
34,41900.0,3,828,31.7,0,0.134,online,0
45,32700.0,1,1,35.07,10,0.064,in_store,1
62,33300.0,3,32,22.32,0,0.1,online,1
43,41200.0,2,139,44.27,15,0.059,in_store,0
36,42800.0,4,636,30.78,0,0.133,in_store,0
33,36700.0,0,470,27.83,0,0.0,online,0
38,51400.0,0,1,32.14,10,0.178,online,1
45,43700.0,3,677,38.63,0,0.177,in_store,0
32,22600.0,1,1,22.46,20,0.0,in_store,1
74,73400.0,3,407,38.12,20,0.056,online,1
41,49400.0,4,369,46.31,0,0.244,in_store,1
28,45800.0,3,1,45.42,20,0.145,online,0
44,69600.0,3,349,53.46,20,0.112,online,1
28,19000.0,1,494,21.97,0,0.137,in_store,1
30,19100.0,1,570,42.78,0,0.192,online,0
22,15000.0,0,199,35.3,0,0.0,in_store,0
30,36300.0,2,549,39.89,10,0.1,online,1
43,42600.0,1,222,45.97,20,0.0,online,0
26,38600.0,3,810,45.69,20,0.071,in_store,1
32,26100.0,2,577,33.81,0,0.081,online,1
23,15000.0,1,288,18.94,25,0.186,in_store,0
32,21600.0,3,516,30.5,0,0.14,in_store,0
27,44100.0,2,353,37.41,20,0.0,in_store,0
33,46000.0,1,469,39.9,0,0.021,in_store,0
21,22500.0,2,651,18.35,20,0.182,online,1
35,51100.0,2,401,31.03,30,0.031,in_store,1
51,47700.0,5,206,32.51,25,0.075,in_store,1
23,29200.0,1,318,46.35,0,0.087,in_store,1
53,29300.0,2,33,22.23,0,0.081,in_store,0
30,35600.0,1,1,27.73,0,0.069,in_store,1
49,82000.0,4,700,38.85,20,0.258,online,1
39,45400.0,4,1,34.44,30,0.188,online,0
36,66900.0,0,566,36.93,0,0.035,in_store,1
23,44300.0,1,513,31.04,15,0.009,online,0
31,45800.0,2,1,37.69,20,0.198,online,0
40,45400.0,1,149,46.0,0,0.119,in_store,0
55,65400.0,5,225,35.21,10,0.167,in_store,0
18,62500.0,1,242,45.25,10,0.062,in_store,1
45,30800.0,1,1,32.33,20,0.0,online,1
39,71000.0,2,347,52.26,10,0.096,online,1
24,16400.0,2,286,25.24,0,0.146,online,0
52,24800.0,1,645,31.21,10,0.09,in_store,1
32,31800.0,2,294,37.35,0,0.0,in_store,0
42,52200.0,5,17,54.37,10,0.26,online,1
59,48800.0,0,1,35.32,0,0.029,in_store,0
26,33600.0,2,329,37.54,0,0.158,in_store,1
48,35900.0,3,500,24.63,15,0.143,online,1
39,17100.0,1,316,29.54,0,0.208,online,1
42,90300.0,7,680,61.36,0,0.162,in_store,1
40,61500.0,3,419,47.74,0,0.074,in_store,0
54,74400.0,4,99,42.55,25,0.264,in_store,0
46,30700.0,3,524,39.56,0,0.141,in_store,1
32,24900.0,1,112,31.79,0,0.089,online,0
42,50100.0,1,495,31.43,0,0.179,in_store,0
42,36800.0,3,143,34.71,20,0.101,online,0
35,63100.0,4,403,52.08,20,0.056,in_store,0
44,51900.0,1,1,27.37,0,0.0,online,1
34,17700.0,0,40,32.26,0,0.0,online,1
18,20200.0,0,1,29.63,0,0.07,online,1
41,49200.0,1,351,32.04,20,0.073,in_store,0
19,40000.0,2,146,21.09,0,0.14,in_store,0
41,59000.0,3,520,32.62,0,0.124,in_store,1
52,34900.0,3,1,31.89,0,0.118,online,0
31,57300.0,2,443,37.96,5,0.021,online,0
47,59600.0,4,250,50.58,0,0.083,in_store,0
29,47400.0,0,1,52.43,0,0.0,online,1
34,18100.0,0,20,25.05,0,0.119,in_store,1
46,48000.0,1,8,38.52,0,0.056,in_store,0
59,43600.0,2,769,37.14,5,0.168,in_store,1
30,85200.0,2,123,60.28,5,0.079,online,0
29,25000.0,3,429,25.42,15,0.0,in_store,0
41,41000.0,2,108,50.25,5,0.003,in_store,0
50,66800.0,3,701,61.85,15,0.138,online,0
18,24500.0,0,316,36.89,0,0.071,in_store,0
50,24300.0,2,266,24.91,0,0.036,in_store,0
59,73600.0,4,196,53.42,0,0.099,in_store,0
42,47400.0,4,173,35.51,0,0.272,in_store,0
44,38500.0,0,137,35.67,0,0.047,in_store,0
38,43800.0,1,1,38.21,25,0.218,in_store,1
44,55200.0,2,250,38.58,20,0.212,online,0
53,61300.0,5,189,46.24,0,0.247,in_store,0
62,70600.0,3,658,47.46,0,0.216,online,0
45,62300.0,2,353,53.13,30,0.053,online,0
59,54900.0,5,769,35.23,25,0.0,online,1
21,35800.0,2,39,49.91,20,0.042,online,0
52,75800.0,2,206,42.4,0,0.014,in_store,1
30,36900.0,0,61,19.91,0,0.097,online,0
66,69800.0,6,461,62.75,20,0.148,in_store,1
68,82800.0,4,727,44.29,15,0.327,online,0
60,80000.0,0,1,54.2,0,0.052,in_store,1
32,35800.0,1,483,29.13,0,0.108,in_store,1
18,21400.0,0,350,36.83,0,0.1,online,1
49,34100.0,1,238,14.06,15,0.125,in_store,0
53,63400.0,3,53,42.74,10,0.107,in_store,0
67,87400.0,3,147,37.19,25,0.152,in_store,1
46,36100.0,6,418,26.21,15,0.09,in_store,0
19,15800.0,1,437,37.57,10,0.0,online,0
37,45400.0,1,1,28.02,0,0.201,in_store,1
31,31000.0,2,400,22.17,0,0.199,in_store,1
55,51200.0,4,710,37.69,30,0.164,in_store,1
42,44000.0,2,385,36.74,30,0.102,online,1
53,28100.0,1,281,27.62,0,0.121,in_store,1
74,68400.0,5,532,28.21,25,0.156,in_store,1
59,88200.0,4,739,49.14,25,0.106,online,1
43,68100.0,2,325,49.47,0,0.226,in_store,1
61,38400.0,3,216,30.22,0,0.112,online,0
48,70700.0,6,709,34.95,0,0.179,in_store,0
50,66700.0,4,265,37.79,20,0.132,in_store,1
28,31400.0,0,65,36.62,20,0.017,in_store,0
54,69000.0,6,137,43.08,20,0.001,in_store,0
29,21600.0,0,366,21.56,0,0.0,online,0
68,71100.0,5,151,44.59,0,0.17,online,1
41,27700.0,3,371,18.0,0,0.16,online,1
58,81400.0,2,313,48.43,10,0.125,in_store,0
18,54200.0,1,1,36.54,10,0.0,online,1
49,39200.0,0,176,34.54,15,0.1,online,0
42,46700.0,4,897,44.68,20,0.0,online,0
45,62500.0,3,169,38.81,10,0.281,online,1
36,40700.0,2,282,40.67,30,0.106,online,0
57,73500.0,2,488,51.56,0,0.0,in_store,1
33,53100.0,2,7,49.23,20,0.17,in_store,0
26,53200.0,2,273,33.89,0,0.132,in_store,1
61,43400.0,3,81,40.8,10,0.105,online,1
44,59900.0,2,379,51.23,30,0.129,in_store,0
39,34300.0,3,517,28.11,5,0.011,online,1
31,35700.0,1,1,32.45,20,0.086,in_store,1
53,65900.0,2,398,42.81,20,0.0,online,0
27,18100.0,1,83,19.17,0,0.078,in_store,1
18,39300.0,0,430,38.85,0,0.108,online,1
49,70300.0,0,1,69.21,0,0.104,in_store,1
35,33400.0,3,1,38.26,15,0.039,online,0
38,25000.0,1,96,29.85,20,0.168,in_store,1
18,29200.0,0,1,42.19,0,0.122,online,0
45,45200.0,2,809,33.89,20,0.043,in_store,1
41,15800.0,0,44,23.86,0,0.094,in_store,0
39,37800.0,2,1,51.69,0,0.293,in_store,0
46,22500.0,1,244,24.66,20,0.072,online,1
29,22400.0,1,94,19.36,25,0.033,in_store,0
21,36500.0,1,1,38.78,25,0.068,in_store,0
52,32300.0,1,232,45.32,0,0.078,in_store,1
46,60300.0,5,452,40.37,20,0.118,online,1
39,74100.0,3,641,45.16,0,0.083,in_store,1
50,56800.0,5,889,40.89,0,0.085,in_store,0
53,67300.0,3,754,41.01,20,0.082,online,1
18,15000.0,0,350,38.08,0,0.077,in_store,1
42,38700.0,0,1,43.36,0,0.0,online,0
40,74000.0,2,199,53.36,20,0.109,in_store,0
36,58100.0,0,446,43.95,15,0.081,in_store,0
72,51200.0,5,536,50.43,20,0.061,online,0
18,36300.0,0,131,36.96,0,0.012,in_store,1
29,34200.0,2,1,35.26,20,0.245,in_store,1
47,70600.0,2,107,47.37,0,0.008,online,1
64,40400.0,3,252,22.55,25,0.159,in_store,0
35,29700.0,4,1,27.19,10,0.077,online,1
31,30800.0,0,160,29.68,0,0.0,online,0
29,27600.0,1,1,32.28,30,0.185,online,1
50,44200.0,1,277,40.98,20,0.161,online,1
29,15000.0,0,294,14.71,0,0.0,online,0
18,36600.0,0,695,26.02,0,0.027,in_store,0
35,44300.0,1,1,40.75,0,0.025,online,0
61,71800.0,6,382,54.32,0,0.176,online,1
39,58000.0,0,1,30.73,0,0.0,in_store,0
45,52800.0,0,124,40.2,25,0.085,in_store,0
36,45600.0,2,548,59.74,0,0.317,in_store,1
47,79900.0,4,308,52.23,5,0.136,in_store,1
38,57300.0,6,176,48.96,25,0.194,in_store,1
48,44800.0,3,298,34.62,20,0.0,in_store,1
32,44600.0,1,385,25.92,15,0.063,online,0
46,54100.0,1,1,42.4,10,0.146,in_store,0
33,54300.0,0,164,40.71,0,0.0,online,0
52,58500.0,5,180,31.09,10,0.0,in_store,0
18,15000.0,1,338,32.87,0,0.232,in_store,1
28,58700.0,3,590,50.71,15,0.103,in_store,0
21,31500.0,0,1,30.72,0,0.019,online,1
18,32000.0,4,12,24.85,0,0.097,online,0
46,48600.0,3,341,58.81,0,0.119,in_store,1
44,58700.0,3,698,76.16,25,0.205,online,1
35,44100.0,1,281,38.6,5,0.103,online,0
52,44700.0,2,289,36.97,0,0.092,in_store,0
31,39200.0,0,1,38.08,0,0.0,online,0
31,46000.0,4,717,38.93,25,0.144,online,1
36,65100.0,1,112,47.52,15,0.011,online,1
48,33200.0,1,1,21.41,0,0.119,online,0
43,60900.0,2,296,48.84,0,0.0,in_store,0
57,60500.0,1,129,41.98,20,0.038,online,1
46,57900.0,2,388,50.96,10,0.083,online,0
18,48800.0,3,283,36.41,0,0.227,online,1
53,58000.0,2,298,47.86,5,0.167,in_store,1
46,47400.0,1,263,37.43,20,0.132,in_store,1
47,42300.0,1,473,42.22,20,0.141,in_store,1
42,46100.0,2,4,41.26,25,0.07,in_store,1
51,65900.0,4,306,55.69,20,0.036,in_store,0
37,40000.0,2,84,30.23,0,0.0,in_store,0
25,34700.0,1,537,19.02,0,0.039,online,0
32,61200.0,7,439,35.89,0,0.095,in_store,1
24,39600.0,1,496,37.4,5,0.045,online,1
37,60800.0,3,113,33.33,0,0.108,in_store,0
55,50700.0,0,406,26.99,0,0.137,in_store,0
34,31500.0,0,1,5.0,15,0.005,in_store,1
59,51000.0,4,766,44.9,0,0.219,online,0
51,36100.0,1,361,29.3,25,0.07,in_store,0
50,82300.0,1,1,46.7,10,0.151,in_store,1
49,47400.0,2,448,27.4,0,0.102,in_store,1
52,45400.0,4,1,33.15,20,0.123,online,1
38,61600.0,2,48,47.12,0,0.0,online,1
45,50900.0,2,38,45.79,10,0.053,online,1
38,43400.0,2,751,37.02,0,0.099,online,0
34,68200.0,3,750,47.54,0,0.0,in_store,1
60,34400.0,2,241,36.53,0,0.078,in_store,0
44,50300.0,6,269,33.57,20,0.145,online,0
45,15000.0,2,349,22.7,0,0.096,in_store,0
33,46400.0,0,484,33.02,20,0.026,in_store,0
58,60300.0,6,1,27.51,30,0.316,online,1
42,24000.0,2,289,27.63,30,0.105,in_store,0
58,36000.0,2,1220,26.14,0,0.08,online,0
43,49500.0,1,291,36.09,10,0.018,in_store,0
36,31000.0,0,104,29.49,20,0.095,online,0
36,50700.0,3,364,35.0,25,0.051,in_store,1
43,23500.0,2,279,33.94,0,0.057,online,1
44,74100.0,4,286,42.7,30,0.338,online,1
18,51600.0,0,127,26.5,15,0.117,in_store,0
18,23400.0,1,88,16.95,0,0.037,in_store,1
36,43900.0,1,471,35.28,15,0.044,in_store,1
44,41900.0,2,833,33.62,0,0.04,in_store,1
41,67900.0,1,2,56.49,30,0.008,in_store,1
48,45500.0,2,223,43.81,20,0.041,online,1
50,45000.0,2,653,35.06,15,0.063,online,0
38,58900.0,3,1081,51.85,0,0.045,online,0
43,51000.0,2,556,36.02,25,0.09,in_store,0
48,52100.0,3,1,30.59,0,0.044,online,1
42,57800.0,8,727,57.39,5,0.352,in_store,1
44,29300.0,3,556,21.16,0,0.116,online,0
45,33100.0,1,78,29.06,0,0.022,in_store,1
40,62800.0,2,208,40.49,20,0.137,in_store,1
55,91100.0,3,455,65.13,15,0.083,in_store,1
26,27400.0,0,341,37.73,0,0.053,in_store,1
18,51600.0,1,282,40.27,0,0.066,online,1
18,57900.0,3,156,55.13,0,0.098,online,1
35,71500.0,3,85,43.1,0,0.178,in_store,1
25,43000.0,0,252,53.92,0,0.212,in_store,1
50,42200.0,0,589,45.5,0,0.101,in_store,0
18,33300.0,2,55,37.96,5,0.14,online,0
59,52100.0,3,147,58.08,10,0.066,online,0
47,48400.0,2,266,31.44,10,0.057,in_store,1
46,37000.0,3,655,29.46,0,0.088,online,0
24,50300.0,0,325,44.88,0,0.0,in_store,0
44,46800.0,2,386,37.65,0,0.103,in_store,0
41,46000.0,5,488,34.3,30,0.109,online,1
75,76900.0,5,629,48.77,0,0.118,in_store,1
53,74600.0,3,183,50.96,0,0.125,in_store,1
51,65600.0,5,255,44.96,0,0.107,in_store,1
46,64200.0,3,212,50.55,25,0.153,online,0
19,26800.0,0,357,33.61,0,0.11,online,0
34,61800.0,3,464,39.07,25,0.13,in_store,1
24,19100.0,1,238,27.13,25,0.233,online,0
54,69100.0,2,469,51.25,20,0.096,online,0
54,52300.0,4,282,33.12,25,0.152,in_store,1
32,51000.0,3,164,38.64,0,0.184,online,1
18,27900.0,1,621,28.24,10,0.198,online,1
25,23900.0,0,124,9.27,20,0.094,online,0
36,33300.0,3,92,43.86,25,0.036,online,1
23,22100.0,1,224,15.2,0,0.162,online,0
25,41800.0,2,25,44.52,0,0.102,online,1
73,87300.0,3,691,70.48,20,0.174,in_store,1
34,59600.0,0,200,43.63,20,0.0,online,0
38,41000.0,2,1,48.34,0,0.051,in_store,1
51,58600.0,3,356,39.63,0,0.075,in_store,1
53,40400.0,3,554,30.86,0,0.106,online,0
35,67100.0,1,196,39.05,0,0.0,online,1
31,18100.0,0,421,19.0,0,0.214,online,0
38,55800.0,3,488,30.16,20,0.018,in_store,0
45,46500.0,1,234,27.27,25,0.012,in_store,0
20,45500.0,0,785,49.12,15,0.168,in_store,0
45,83800.0,3,161,58.53,25,0.149,online,1
63,35900.0,2,102,46.75,0,0.066,online,0
44,71500.0,4,82,57.32,15,0.201,online,1
38,68400.0,5,391,60.12,0,0.161,online,1
24,61000.0,4,1,35.98,20,0.15,online,1
28,32000.0,2,483,29.33,25,0.0,in_store,0
32,28500.0,0,409,16.65,0,0.009,in_store,1
45,45700.0,1,316,39.39,20,0.0,online,1
46,28100.0,0,501,21.59,20,0.0,in_store,0
30,57500.0,3,316,40.03,25,0.063,in_store,0
18,36000.0,2,29,28.8,0,0.005,in_store,1
60,58100.0,2,263,36.76,0,0.176,in_store,1
52,66400.0,4,264,40.72,20,0.149,in_store,1
47,50500.0,3,406,32.27,0,0.087,online,0
40,67600.0,2,557,43.27,20,0.0,in_store,1
39,42100.0,2,358,49.32,0,0.242,online,0
38,53100.0,1,362,36.45,0,0.127,in_store,0
59,61800.0,2,119,39.11,30,0.262,in_store,1
34,38400.0,3,552,35.42,20,0.262,online,0
44,63800.0,3,1,37.23,0,0.306,in_store,0
50,31700.0,7,538,36.04,25,0.094,in_store,1
36,35800.0,0,222,52.03,15,0.0,in_store,0
63,54300.0,4,1,43.54,20,0.15,online,0
60,55100.0,7,822,46.91,0,0.161,in_store,1
31,31500.0,3,223,30.6,0,0.142,online,0
35,46800.0,2,352,43.11,20,0.038,in_store,1
48,53600.0,2,1,34.32,0,0.133,in_store,0
49,52400.0,0,120,37.24,20,0.0,in_store,1
49,58600.0,1,1,46.32,30,0.0,in_store,0
43,65900.0,2,285,55.82,25,0.062,online,0
52,45600.0,7,553,33.82,0,0.145,in_store,1
48,45300.0,5,439,37.76,5,0.119,online,0
40,34200.0,2,460,17.07,0,0.119,online,0
34,62800.0,3,453,43.49,30,0.22,online,0
63,71900.0,5,254,56.48,5,0.122,online,1
53,63200.0,0,108,23.12,0,0.049,online,1
34,66400.0,3,568,27.25,10,0.076,in_store,1
63,87400.0,6,875,45.02,10,0.166,online,1
68,67200.0,5,659,45.63,20,0.176,online,0
60,41900.0,3,586,31.91,0,0.139,online,0
50,53700.0,3,33,42.49,25,0.123,in_store,0
19,33100.0,1,1,22.85,20,0.0,online,0
27,50100.0,2,1,31.19,0,0.094,in_store,1
18,24100.0,0,163,26.24,0,0.208,in_store,0
35,44100.0,3,85,37.98,15,0.338,in_store,1
53,36800.0,5,479,42.28,20,0.242,online,1
54,61100.0,2,159,46.8,0,0.026,online,1
55,34200.0,1,115,27.02,10,0.079,online,0
54,45400.0,3,511,46.53,25,0.084,online,1
38,51700.0,3,187,35.61,15,0.156,online,1
24,33800.0,1,279,27.45,30,0.068,in_store,1
64,62000.0,1,171,38.78,15,0.017,in_store,0
40,79100.0,1,186,59.39,0,0.026,online,1
26,45900.0,2,381,31.41,0,0.0,online,1
46,45600.0,1,713,38.51,0,0.001,in_store,1
40,19500.0,1,571,39.23,0,0.056,online,0
32,47700.0,2,1,38.1,0,0.167,in_store,1
18,35900.0,2,263,34.19,0,0.0,in_store,0
35,44700.0,1,570,47.23,0,0.231,in_store,0
36,51200.0,2,289,41.39,0,0.249,in_store,1
36,28900.0,1,350,39.95,0,0.04,in_store,1
61,56200.0,4,398,43.13,10,0.173,in_store,1
51,37500.0,0,223,37.63,0,0.024,in_store,1
51,24800.0,3,628,31.01,0,0.158,online,0
32,65100.0,3,187,43.47,5,0.054,in_store,0
52,38900.0,3,312,23.51,25,0.179,in_store,0
18,15000.0,0,74,5.0,0,0.003,online,0
46,54300.0,1,264,34.27,15,0.107,in_store,1
26,23300.0,1,170,37.63,20,0.049,in_store,0
40,70400.0,4,220,39.09,25,0.064,in_store,0
52,71000.0,2,63,31.06,30,0.095,in_store,1
42,42200.0,5,636,36.34,0,0.059,in_store,1
38,57900.0,6,312,46.29,20,0.182,online,1
36,41200.0,2,258,22.82,0,0.099,online,0
20,32100.0,2,575,33.8,0,0.0,online,0
21,38700.0,1,48,38.25,0,0.0,online,1
53,53600.0,2,321,42.82,0,0.0,in_store,1
34,52800.0,2,596,39.68,25,0.0,online,1
36,64000.0,6,363,39.06,5,0.138,online,1
50,65100.0,7,517,36.05,0,0.287,online,1
57,51800.0,3,848,50.93,0,0.172,online,1
